Numero_pedido;nit_proveedor;nombre_proveedor;Categoria;Producto;cantidad;precio;Total pedido
PED-4812;NIT0000000042;Compass Group;Servicios P�blicos;Catering empresarial;1;10500000;10500000
PED-4813;NIT0000000043;Serco;Servicios P�blicos;Gesti�n de instalaciones empresariales;1;9000000;9000000
PED-4834;NIT0000000064;Securitas;Servicios P�blicos;Seguridad privada corporativa;1;8700000;8700000
PED-4837;NIT0000000067;Mitie;Servicios P�blicos;Mantenimiento corporativo instalaciones;1;7500000;7500000
PED-4841;NIT0000000001;ABM;Servicios P�blicos;Limpieza corporativa instalaciones;1;6200000;6200000
PED-4843;NIT0000000003;Sodexo;Servicios P�blicos;Alimentaci�n corporativa;1;11000000;11000000
PED-4845;NIT0000000005;ISS;Servicios P�blicos;Facility management empresarial;1;9800000;9800000
PED-4846;NIT0000000006;Rentokil;Servicios P�blicos;Control plagas industrial;1;1200000;1200000
PED-4857;NIT0000000017;Aramark;Servicios P�blicos;Servicio alimentaci�n empresarial mensual;1;12000000;12000000
PED-4878;NIT0000000038;G4S;Servicios P�blicos;Servicio vigilancia corporativa mensual;1;8500000;8500000
PED-4882;NIT0000000042;Compass Group;Servicios P�blicos;Catering empresarial;1;10500000;10500000
PED-4883;NIT0000000043;Serco;Servicios P�blicos;Gesti�n de instalaciones empresariales;1;9000000;9000000
PED-4904;NIT0000000064;Securitas;Servicios P�blicos;Seguridad privada corporativa;1;8700000;8700000
PED-4907;NIT0000000067;Mitie;Servicios P�blicos;Mantenimiento corporativo instalaciones;1;7500000;7500000
PED-4911;NIT0000000001;ABM;Servicios P�blicos;Limpieza corporativa instalaciones;1;6200000;6200000
PED-4913;NIT0000000003;Sodexo;Servicios P�blicos;Alimentaci�n corporativa;1;11000000;11000000
PED-4915;NIT0000000005;ISS;Servicios P�blicos;Facility management empresarial;1;9800000;9800000
PED-4916;NIT0000000006;Rentokil;Servicios P�blicos;Control plagas industrial;1;1200000;1200000
PED-4927;NIT0000000017;Aramark;Servicios P�blicos;Servicio alimentaci�n empresarial mensual;1;12000000;12000000
PED-4948;NIT0000000038;G4S;Servicios P�blicos;Servicio vigilancia corporativa mensual;1;8500000;8500000
PED-4952;NIT0000000042;Compass Group;Servicios P�blicos;Catering empresarial;1;10500000;10500000
PED-4953;NIT0000000043;Serco;Servicios P�blicos;Gesti�n de instalaciones empresariales;1;9000000;9000000
PED-4974;NIT0000000064;Securitas;Servicios P�blicos;Seguridad privada corporativa;1;8700000;8700000
PED-4977;NIT0000000067;Mitie;Servicios P�blicos;Mantenimiento corporativo instalaciones;1;7500000;7500000
PED-4981;NIT0000000001;ABM;Servicios P�blicos;Limpieza corporativa instalaciones;1;6200000;6200000
PED-4983;NIT0000000003;Sodexo;Servicios P�blicos;Alimentaci�n corporativa;1;11000000;11000000
PED-4985;NIT0000000005;ISS;Servicios P�blicos;Facility management empresarial;1;9800000;9800000
PED-4986;NIT0000000006;Rentokil;Servicios P�blicos;Control plagas industrial;1;1200000;1200000
PED-4997;NIT0000000017;Aramark;Servicios P�blicos;Servicio alimentaci�n empresarial mensual;1;12000000;12000000
PED-5018;NIT0000000038;G4S;Servicios P�blicos;Servicio vigilancia corporativa mensual;1;8500000;8500000
PED-5022;NIT0000000042;Compass Group;Servicios P�blicos;Catering empresarial;1;10500000;10500000
PED-5023;NIT0000000043;Serco;Servicios P�blicos;Gesti�n de instalaciones empresariales;1;9000000;9000000
PED-5044;NIT0000000064;Securitas;Servicios P�blicos;Seguridad privada corporativa;1;8700000;8700000
PED-5047;NIT0000000067;Mitie;Servicios P�blicos;Mantenimiento corporativo instalaciones;1;7500000;7500000
PED-5051;NIT0000000001;ABM;Servicios P�blicos;Limpieza corporativa instalaciones;1;6200000;6200000
PED-5053;NIT0000000003;Sodexo;Servicios P�blicos;Alimentaci�n corporativa;1;11000000;11000000
PED-5055;NIT0000000005;ISS;Servicios P�blicos;Facility management empresarial;1;9800000;9800000
PED-5056;NIT0000000006;Rentokil;Servicios P�blicos;Control plagas industrial;1;1200000;1200000
PED-5067;NIT0000000017;Aramark;Servicios P�blicos;Servicio alimentaci�n empresarial mensual;1;12000000;12000000
PED-5088;NIT0000000038;G4S;Servicios P�blicos;Servicio vigilancia corporativa mensual;1;8500000;8500000
PED-5092;NIT0000000042;Compass Group;Servicios P�blicos;Catering empresarial;1;10500000;10500000
PED-5093;NIT0000000043;Serco;Servicios P�blicos;Gesti�n de instalaciones empresariales;1;9000000;9000000
PED-5114;NIT0000000064;Securitas;Servicios P�blicos;Seguridad privada corporativa;1;8700000;8700000
PED-5117;NIT0000000067;Mitie;Servicios P�blicos;Mantenimiento corporativo instalaciones;1;7500000;7500000
PED-5121;NIT0000000001;ABM;Servicios P�blicos;Limpieza corporativa instalaciones;1;6200000;6200000
PED-5123;NIT0000000003;Sodexo;Servicios P�blicos;Alimentaci�n corporativa;1;11000000;11000000
PED-5125;NIT0000000005;ISS;Servicios P�blicos;Facility management empresarial;1;9800000;9800000
PED-5126;NIT0000000006;Rentokil;Servicios P�blicos;Control plagas industrial;1;1200000;1200000
PED-5137;NIT0000000017;Aramark;Servicios P�blicos;Servicio alimentaci�n empresarial mensual;1;12000000;12000000
PED-5158;NIT0000000038;G4S;Servicios P�blicos;Servicio vigilancia corporativa mensual;1;8500000;8500000
PED-5162;NIT0000000042;Compass Group;Servicios P�blicos;Catering empresarial;1;10500000;10500000
PED-5163;NIT0000000043;Serco;Servicios P�blicos;Gesti�n de instalaciones empresariales;1;9000000;9000000
PED-5184;NIT0000000064;Securitas;Servicios P�blicos;Seguridad privada corporativa;1;8700000;8700000
PED-5187;NIT0000000067;Mitie;Servicios P�blicos;Mantenimiento corporativo instalaciones;1;7500000;7500000
PED-11708;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-18848;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-25988;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-33128;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-41948;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-49088;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-56228;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-63368;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-70508;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-4011;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4012;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4030;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4031;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;3;18000000;54000000
PED-4048;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;3;40000000;120000000
PED-4053;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4059;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4066;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;1;120000000;120000000
PED-4070;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4078;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-4081;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4082;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4100;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4101;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;3;18000000;54000000
PED-4118;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;3;40000000;120000000
PED-4123;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4129;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4136;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;1;120000000;120000000
PED-4140;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4148;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-4151;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4152;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4170;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4171;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;3;18000000;54000000
PED-4193;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4199;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4206;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;1;120000000;120000000
PED-4210;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4218;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-4221;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4222;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4240;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4241;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;3;18000000;54000000
PED-4258;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;3;40000000;120000000
PED-4263;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4269;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4276;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;1;120000000;120000000
PED-4280;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4288;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-4291;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4292;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4310;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4311;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;3;18000000;54000000
PED-4328;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;3;40000000;120000000
PED-4333;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4339;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4346;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;1;120000000;120000000
PED-4350;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4358;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-4361;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4362;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4380;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4381;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;3;18000000;54000000
PED-4398;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;3;40000000;120000000
PED-4403;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4409;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4416;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;1;120000000;120000000
PED-4420;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4428;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;3;25000000;75000000
PED-4431;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4432;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4450;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4451;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;3;18000000;54000000
PED-4468;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;3;40000000;120000000
PED-4473;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4479;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4486;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;2;120000000;240000000
PED-4490;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4498;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;2;25000000;50000000
PED-4501;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4502;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4520;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4521;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;2;18000000;36000000
PED-4538;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;2;40000000;80000000
PED-4543;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4549;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4556;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;2;120000000;240000000
PED-4560;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4568;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;2;25000000;50000000
PED-4571;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4572;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4590;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4591;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;1;18000000;18000000
PED-4608;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;1;40000000;40000000
PED-4613;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4619;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4626;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;1;120000000;120000000
PED-4630;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4638;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;1;25000000;25000000
PED-4641;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4642;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4660;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4661;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;1;18000000;18000000
PED-4678;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;2;40000000;80000000
PED-4683;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4689;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4696;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;2;120000000;240000000
PED-4700;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4708;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;2;25000000;50000000
PED-4711;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4712;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4730;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4731;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;2;18000000;36000000
PED-4748;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;2;40000000;80000000
PED-4753;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4759;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4766;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;2;120000000;240000000
PED-4770;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4778;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;2;25000000;50000000
PED-4781;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4782;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4800;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4801;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;2;18000000;36000000
PED-4818;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;2;40000000;80000000
PED-4823;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4829;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4836;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;1;120000000;120000000
PED-4840;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4848;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;2;25000000;50000000
PED-4851;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4852;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4870;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4871;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;2;18000000;36000000
PED-4888;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;2;40000000;80000000
PED-4893;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4899;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4906;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;2;120000000;240000000
PED-4910;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4918;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;2;25000000;50000000
PED-4921;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4922;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-4940;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-4941;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;2;18000000;36000000
PED-4958;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;2;40000000;80000000
PED-4963;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-4969;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-4976;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;2;120000000;240000000
PED-4980;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-4988;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;2;25000000;50000000
PED-4991;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-4992;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-5010;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-5011;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;2;18000000;36000000
PED-5028;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;2;40000000;80000000
PED-5033;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-5039;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-5046;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;2;120000000;240000000
PED-5050;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-5058;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;2;25000000;50000000
PED-5061;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-5062;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-5080;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-5081;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;2;18000000;36000000
PED-5098;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;2;40000000;80000000
PED-5103;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-5109;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-5116;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;2;120000000;240000000
PED-5120;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
PED-5128;NIT0000000008;IBM;Tecnologia;Licencias software empresarial;2;25000000;50000000
PED-5131;NIT0000000011;Apple;Tecnologia;MacBook Pro para empresas (lote corporativo);1;45000000;45000000
PED-5132;NIT0000000012;Intel;Tecnologia;Procesadores para servidores empresariales;1;32000000;32000000
PED-5150;NIT0000000030;Facebook;Tecnologia;Publicidad digital corporativa;1;5000000;5000000
PED-5151;NIT0000000031;Microsoft;Tecnologia;Licencias Microsoft 365 corporativas;2;18000000;36000000
PED-5168;NIT0000000048;Oracle;Tecnologia;Licencia base de datos empresarial;2;40000000;80000000
PED-5173;NIT0000000053;Cisco;Tecnologia;Equipos red corporativa;1;35000000;35000000
PED-5179;NIT0000000059;Amazon;Tecnologia;Infraestructura cloud AWS mensual;1;22000000;22000000
PED-5186;NIT0000000066;SAP;Tecnologia;Licencia ERP empresarial;2;120000000;240000000
PED-5190;NIT0000000070;Google;Tecnologia;Google Workspace empresarial;1;15000000;15000000
